"","Scenario","Unit","Region","Variable","Year","Value"
"2451","Current Measures","Megatonnes","Alberta","Electrolysis",2033,7e-06
"2452","Current Measures","Megatonnes","British Columbia","Electrolysis",2033,0.000103
"2453","Current Measures","Megatonnes","Manitoba","Electrolysis",2033,0.000268
"2454","Current Measures","Megatonnes","New Brunswick","Electrolysis",2033,5.1e-05
"2455","Current Measures","Megatonnes","Newfoundland and Labrador","Electrolysis",2033,0.559936
"2456","Current Measures","Megatonnes","Northwest Territories","Electrolysis",2033,3e-06
"2457","Current Measures","Megatonnes","Nova Scotia","Electrolysis",2027,0.00227
"2458","Current Measures","Megatonnes","Nunavut","Electrolysis",2033,0
"2459","Current Measures","Megatonnes","Ontario","Electrolysis",2033,0.001246
"2460","Current Measures","Megatonnes","Prince Edward Island","Electrolysis",2033,2.7e-05
"2461","Current Measures","Megatonnes","Quebec","Electrolysis",2033,0.002543
"2462","Current Measures","Megatonnes","Saskatchewan","Electrolysis",2033,6.7e-05
"2463","Current Measures","Megatonnes","Yukon","Electrolysis",2033,0
"2464","Current Measures","Megatonnes","Canada","Electrolysis",2033,0.986272
"2465","Canada Net-zero","Megatonnes","Alberta","Electrolysis",2033,1.3e-05
"2466","Canada Net-zero","Megatonnes","British Columbia","Electrolysis",2033,0.011183
"2467","Canada Net-zero","Megatonnes","Manitoba","Electrolysis",2033,0.043481
"2468","Canada Net-zero","Megatonnes","New Brunswick","Electrolysis",2033,0.010197
"2469","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2033,0.710174
"2470","Canada Net-zero","Megatonnes","Northwest Territories","Electrolysis",2033,0.002568
"2471","Canada Net-zero","Megatonnes","Nova Scotia","Electrolysis",2027,0.0036504
"2472","Canada Net-zero","Megatonnes","Nunavut","Electrolysis",2033,0.000383
"2473","Canada Net-zero","Megatonnes","Ontario","Electrolysis",2033,0.368557
"2474","Canada Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2033,0.001666
"2475","Canada Net-zero","Megatonnes","Quebec","Electrolysis",2033,0.031688
"2476","Canada Net-zero","Megatonnes","Saskatchewan","Electrolysis",2033,0.008496
"2477","Canada Net-zero","Megatonnes","Yukon","Electrolysis",2033,0.000906
"2478","Canada Net-zero","Megatonnes","Canada","Electrolysis",2033,1.741367
"2479","Global Net-zero","Megatonnes","Alberta","Electrolysis",2032,7e-06
"2480","Global Net-zero","Megatonnes","British Columbia","Electrolysis",2032,0.006998
"2481","Global Net-zero","Megatonnes","Manitoba","Electrolysis",2032,0.030035
"2482","Global Net-zero","Megatonnes","New Brunswick","Electrolysis",2032,0.006582
"2483","Global Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2032,0.677353
"2484","Global Net-zero","Megatonnes","Northwest Territories","Electrolysis",2032,0.001731
"2485","Global Net-zero","Megatonnes","Nova Scotia","Electrolysis",2028,0.0054756
"2486","Global Net-zero","Megatonnes","Nunavut","Electrolysis",2032,0.000268
"2487","Global Net-zero","Megatonnes","Ontario","Electrolysis",2032,0.254935
"2488","Global Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2032,0.001148
"2489","Global Net-zero","Megatonnes","Quebec","Electrolysis",2032,0.022858
"2490","Global Net-zero","Megatonnes","Saskatchewan","Electrolysis",2032,0.005508
"2491","Global Net-zero","Megatonnes","Yukon","Electrolysis",2032,0.000671
"2492","Global Net-zero","Megatonnes","Canada","Electrolysis",2032,1.541509
"2493","Current Measures","Megatonnes","Alberta","Electrolysis",2032,6e-06
"2494","Current Measures","Megatonnes","British Columbia","Electrolysis",2032,8.5e-05
"2495","Current Measures","Megatonnes","Manitoba","Electrolysis",2032,0.000197
"2496","Current Measures","Megatonnes","New Brunswick","Electrolysis",2032,4.6e-05
"2497","Current Measures","Megatonnes","Newfoundland and Labrador","Electrolysis",2032,0.514061
"2498","Current Measures","Megatonnes","Northwest Territories","Electrolysis",2032,3e-06
"2499","Current Measures","Megatonnes","Nova Scotia","Electrolysis",2028,0.0023
"2500","Current Measures","Megatonnes","Nunavut","Electrolysis",2032,0
"2501","Current Measures","Megatonnes","Ontario","Electrolysis",2032,0.001017
"2502","Current Measures","Megatonnes","Prince Edward Island","Electrolysis",2032,2.1e-05
"2503","Current Measures","Megatonnes","Quebec","Electrolysis",2032,0.002376
"2504","Current Measures","Megatonnes","Saskatchewan","Electrolysis",2032,5e-05
"2505","Current Measures","Megatonnes","Yukon","Electrolysis",2032,0
"2506","Current Measures","Megatonnes","Canada","Electrolysis",2032,0.908226
"2507","Canada Net-zero","Megatonnes","Alberta","Electrolysis",2032,1.1e-05
"2508","Canada Net-zero","Megatonnes","British Columbia","Electrolysis",2032,0.00832
"2509","Canada Net-zero","Megatonnes","Manitoba","Electrolysis",2032,0.033622
"2510","Canada Net-zero","Megatonnes","New Brunswick","Electrolysis",2032,0.007562
"2511","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2032,0.624318
"2512","Canada Net-zero","Megatonnes","Northwest Territories","Electrolysis",2032,0.002017
"2513","Canada Net-zero","Megatonnes","Nova Scotia","Electrolysis",2028,0.0054756
"2514","Canada Net-zero","Megatonnes","Nunavut","Electrolysis",2032,0.000303
"2515","Canada Net-zero","Megatonnes","Ontario","Electrolysis",2032,0.283959
"2516","Canada Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2032,0.001257
"2517","Canada Net-zero","Megatonnes","Quebec","Electrolysis",2032,0.02436
"2518","Canada Net-zero","Megatonnes","Saskatchewan","Electrolysis",2032,0.006275
"2519","Canada Net-zero","Megatonnes","Yukon","Electrolysis",2032,0.000778
"2520","Canada Net-zero","Megatonnes","Canada","Electrolysis",2032,1.482186
"2521","Global Net-zero","Megatonnes","Alberta","Electrolysis",2031,6e-06
"2522","Global Net-zero","Megatonnes","British Columbia","Electrolysis",2031,0.004863
"2523","Global Net-zero","Megatonnes","Manitoba","Electrolysis",2031,0.022082
"2524","Global Net-zero","Megatonnes","New Brunswick","Electrolysis",2031,0.004526
"2525","Global Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2031,0.570343
"2526","Global Net-zero","Megatonnes","Northwest Territories","Electrolysis",2031,0.001304
"2527","Global Net-zero","Megatonnes","Nova Scotia","Electrolysis",2029,0.302843
"2528","Global Net-zero","Megatonnes","Nunavut","Electrolysis",2031,0.000204
"2529","Global Net-zero","Megatonnes","Ontario","Electrolysis",2031,0.185843
"2530","Global Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2031,0.00077
"2531","Global Net-zero","Megatonnes","Quebec","Electrolysis",2031,0.016981
"2532","Global Net-zero","Megatonnes","Saskatchewan","Electrolysis",2031,0.003818
"2533","Global Net-zero","Megatonnes","Yukon","Electrolysis",2031,0.000544
"2534","Global Net-zero","Megatonnes","Canada","Electrolysis",2031,1.267434
"2535","Current Measures","Megatonnes","Alberta","Electrolysis",2031,5e-06
"2536","Current Measures","Megatonnes","British Columbia","Electrolysis",2031,6.6e-05
"2537","Current Measures","Megatonnes","Manitoba","Electrolysis",2031,0.000136
"2538","Current Measures","Megatonnes","New Brunswick","Electrolysis",2031,4.2e-05
"2539","Current Measures","Megatonnes","Newfoundland and Labrador","Electrolysis",2031,0.467508
"2540","Current Measures","Megatonnes","Northwest Territories","Electrolysis",2031,3e-06
"2541","Current Measures","Megatonnes","Nova Scotia","Electrolysis",2029,0.300668
"2542","Current Measures","Megatonnes","Nunavut","Electrolysis",2031,0
"2543","Current Measures","Megatonnes","Ontario","Electrolysis",2031,0.000822
"2544","Current Measures","Megatonnes","Prince Edward Island","Electrolysis",2031,1.6e-05
"2545","Current Measures","Megatonnes","Quebec","Electrolysis",2031,0.002386
"2546","Current Measures","Megatonnes","Saskatchewan","Electrolysis",2031,3.6e-05
"2547","Current Measures","Megatonnes","Yukon","Electrolysis",2031,0
"2548","Current Measures","Megatonnes","Canada","Electrolysis",2031,0.832362
"2549","Canada Net-zero","Megatonnes","Alberta","Electrolysis",2031,9e-06
"2550","Canada Net-zero","Megatonnes","British Columbia","Electrolysis",2031,0.005795
"2551","Canada Net-zero","Megatonnes","Manitoba","Electrolysis",2031,0.02483
"2552","Canada Net-zero","Megatonnes","New Brunswick","Electrolysis",2031,0.005271
"2553","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2031,0.536962
"2554","Canada Net-zero","Megatonnes","Northwest Territories","Electrolysis",2031,0.001533
"2555","Canada Net-zero","Megatonnes","Nova Scotia","Electrolysis",2029,0.303214
"2556","Canada Net-zero","Megatonnes","Nunavut","Electrolysis",2031,0.000233
"2557","Canada Net-zero","Megatonnes","Ontario","Electrolysis",2031,0.209192
"2558","Canada Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2031,0.00086
"2559","Canada Net-zero","Megatonnes","Quebec","Electrolysis",2031,0.018174
"2560","Canada Net-zero","Megatonnes","Saskatchewan","Electrolysis",2031,0.004478
"2561","Canada Net-zero","Megatonnes","Yukon","Electrolysis",2031,0.000636
"2562","Canada Net-zero","Megatonnes","Canada","Electrolysis",2031,1.234936
"2563","Global Net-zero","Megatonnes","Alberta","Electrolysis",2030,5e-06
"2564","Global Net-zero","Megatonnes","British Columbia","Electrolysis",2030,0.003249
"2565","Global Net-zero","Megatonnes","Manitoba","Electrolysis",2030,0.015437
"2566","Global Net-zero","Megatonnes","New Brunswick","Electrolysis",2030,0.002927
"2567","Global Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2030,0.461927
"2568","Global Net-zero","Megatonnes","Northwest Territories","Electrolysis",2030,0.00098
"2569","Global Net-zero","Megatonnes","Nova Scotia","Electrolysis",2030,0.379366
"2570","Global Net-zero","Megatonnes","Nunavut","Electrolysis",2030,0.00015
"2571","Global Net-zero","Megatonnes","Ontario","Electrolysis",2030,0.128795
"2572","Global Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2030,0.000499
"2573","Global Net-zero","Megatonnes","Quebec","Electrolysis",2030,0.012181
"2574","Global Net-zero","Megatonnes","Saskatchewan","Electrolysis",2030,0.002483
"2575","Global Net-zero","Megatonnes","Yukon","Electrolysis",2030,0.000423
"2576","Global Net-zero","Megatonnes","Canada","Electrolysis",2030,1.008422
"2577","Current Measures","Megatonnes","Alberta","Electrolysis",2030,4e-06
"2578","Current Measures","Megatonnes","British Columbia","Electrolysis",2030,4.9e-05
"2579","Current Measures","Megatonnes","Manitoba","Electrolysis",2030,8.2e-05
"2580","Current Measures","Megatonnes","New Brunswick","Electrolysis",2030,3.8e-05
"2581","Current Measures","Megatonnes","Newfoundland and Labrador","Electrolysis",2030,0.412338
"2582","Current Measures","Megatonnes","Northwest Territories","Electrolysis",2030,3e-06
"2583","Current Measures","Megatonnes","Nova Scotia","Electrolysis",2030,0.329687
"2584","Current Measures","Megatonnes","Nunavut","Electrolysis",2030,0
"2585","Current Measures","Megatonnes","Ontario","Electrolysis",2030,0.000657
"2586","Current Measures","Megatonnes","Prince Edward Island","Electrolysis",2030,1e-05
"2587","Current Measures","Megatonnes","Quebec","Electrolysis",2030,0.002401
"2588","Current Measures","Megatonnes","Saskatchewan","Electrolysis",2030,2.3e-05
"2589","Current Measures","Megatonnes","Yukon","Electrolysis",2030,0
"2590","Current Measures","Megatonnes","Canada","Electrolysis",2030,0.745292
"2591","Canada Net-zero","Megatonnes","Alberta","Electrolysis",2030,7e-06
"2592","Canada Net-zero","Megatonnes","British Columbia","Electrolysis",2030,0.003763
"2593","Canada Net-zero","Megatonnes","Manitoba","Electrolysis",2030,0.01733
"2594","Canada Net-zero","Megatonnes","New Brunswick","Electrolysis",2030,0.003418
"2595","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2030,0.446492
"2596","Canada Net-zero","Megatonnes","Northwest Territories","Electrolysis",2030,0.001153
"2597","Canada Net-zero","Megatonnes","Nova Scotia","Electrolysis",2030,0.364983
"2598","Canada Net-zero","Megatonnes","Nunavut","Electrolysis",2030,0.000172
"2599","Canada Net-zero","Megatonnes","Ontario","Electrolysis",2030,0.145898
"2600","Canada Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2030,0.000564
"2601","Canada Net-zero","Megatonnes","Quebec","Electrolysis",2030,0.013069
"2602","Canada Net-zero","Megatonnes","Saskatchewan","Electrolysis",2030,0.002992
"2603","Canada Net-zero","Megatonnes","Yukon","Electrolysis",2030,0.000495
"2604","Canada Net-zero","Megatonnes","Canada","Electrolysis",2030,1.000337
"2605","Global Net-zero","Megatonnes","Alberta","Electrolysis",2029,4e-06
"2606","Global Net-zero","Megatonnes","British Columbia","Electrolysis",2029,0.002047
"2607","Global Net-zero","Megatonnes","Manitoba","Electrolysis",2029,0.010138
"2608","Global Net-zero","Megatonnes","New Brunswick","Electrolysis",2029,0.001716
"2609","Global Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2029,0.349816
"2610","Global Net-zero","Megatonnes","Northwest Territories","Electrolysis",2029,0.000687
"2611","Global Net-zero","Megatonnes","Nova Scotia","Electrolysis",2031,0.456149
"2612","Global Net-zero","Megatonnes","Nunavut","Electrolysis",2029,0.000106
"2613","Global Net-zero","Megatonnes","Ontario","Electrolysis",2029,0.085278
"2614","Global Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2029,0.000261
"2615","Global Net-zero","Megatonnes","Quebec","Electrolysis",2029,0.008607
"2616","Global Net-zero","Megatonnes","Saskatchewan","Electrolysis",2029,0.001567
"2617","Global Net-zero","Megatonnes","Yukon","Electrolysis",2029,0.000338
"2618","Global Net-zero","Megatonnes","Canada","Electrolysis",2029,0.763409
"2619","Current Measures","Megatonnes","Alberta","Electrolysis",2029,4e-06
"2620","Current Measures","Megatonnes","British Columbia","Electrolysis",2029,3.7e-05
"2621","Current Measures","Megatonnes","Manitoba","Electrolysis",2029,3.9e-05
"2622","Current Measures","Megatonnes","New Brunswick","Electrolysis",2029,3.3e-05
"2623","Current Measures","Megatonnes","Newfoundland and Labrador","Electrolysis",2029,0.346437
"2624","Current Measures","Megatonnes","Northwest Territories","Electrolysis",2029,3e-06
"2625","Current Measures","Megatonnes","Nova Scotia","Electrolysis",2031,0.361343
"2626","Current Measures","Megatonnes","Nunavut","Electrolysis",2029,0
"2627","Current Measures","Megatonnes","Ontario","Electrolysis",2029,0.000538
"2628","Current Measures","Megatonnes","Prince Edward Island","Electrolysis",2029,6e-06
"2629","Current Measures","Megatonnes","Quebec","Electrolysis",2029,0.002428
"2630","Current Measures","Megatonnes","Saskatchewan","Electrolysis",2029,1.3e-05
"2631","Current Measures","Megatonnes","Yukon","Electrolysis",2029,0
"2632","Current Measures","Megatonnes","Canada","Electrolysis",2029,0.650206
"2633","Canada Net-zero","Megatonnes","Alberta","Electrolysis",2029,5e-06
"2634","Canada Net-zero","Megatonnes","British Columbia","Electrolysis",2029,0.002294
"2635","Canada Net-zero","Megatonnes","Manitoba","Electrolysis",2029,0.01121
"2636","Canada Net-zero","Megatonnes","New Brunswick","Electrolysis",2029,0.001972
"2637","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2029,0.349444
"2638","Canada Net-zero","Megatonnes","Northwest Territories","Electrolysis",2029,0.000795
"2639","Canada Net-zero","Megatonnes","Nova Scotia","Electrolysis",2031,0.426963
"2640","Canada Net-zero","Megatonnes","Nunavut","Electrolysis",2029,0.000118
"2641","Canada Net-zero","Megatonnes","Ontario","Electrolysis",2029,0.095858
"2642","Canada Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2029,0.000296
"2643","Canada Net-zero","Megatonnes","Quebec","Electrolysis",2029,0.009158
"2644","Canada Net-zero","Megatonnes","Saskatchewan","Electrolysis",2029,0.001849
"2645","Canada Net-zero","Megatonnes","Yukon","Electrolysis",2029,0.000387
"2646","Canada Net-zero","Megatonnes","Canada","Electrolysis",2029,0.776602
"2647","Global Net-zero","Megatonnes","Alberta","Electrolysis",2028,3e-06
"2648","Global Net-zero","Megatonnes","British Columbia","Electrolysis",2028,0.001304
"2649","Global Net-zero","Megatonnes","Manitoba","Electrolysis",2028,0.00632
"2650","Global Net-zero","Megatonnes","New Brunswick","Electrolysis",2028,0.00111
"2651","Global Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2024,3e-05
"2652","Global Net-zero","Megatonnes","Northwest Territories","Electrolysis",2028,0.000452
"2653","Global Net-zero","Megatonnes","Nova Scotia","Electrolysis",2032,0.533415
"2654","Global Net-zero","Megatonnes","Nunavut","Electrolysis",2028,6.9e-05
"2655","Global Net-zero","Megatonnes","Ontario","Electrolysis",2028,0.052219
"2656","Global Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2028,0.000175
"2657","Global Net-zero","Megatonnes","Quebec","Electrolysis",2028,0.006067
"2658","Global Net-zero","Megatonnes","Saskatchewan","Electrolysis",2028,0.000964
"2659","Global Net-zero","Megatonnes","Yukon","Electrolysis",2028,0.000237
"2660","Global Net-zero","Megatonnes","Canada","Electrolysis",2028,0.407279
"2661","Current Measures","Megatonnes","Alberta","Electrolysis",2028,4e-06
"2662","Current Measures","Megatonnes","British Columbia","Electrolysis",2028,3.6e-05
"2663","Current Measures","Megatonnes","Manitoba","Electrolysis",2028,4e-05
"2664","Current Measures","Megatonnes","New Brunswick","Electrolysis",2028,3.4e-05
"2665","Current Measures","Megatonnes","Newfoundland and Labrador","Electrolysis",2024,3.7e-05
"2666","Current Measures","Megatonnes","Northwest Territories","Electrolysis",2028,3e-06
"2667","Current Measures","Megatonnes","Nova Scotia","Electrolysis",2032,0.390364
"2668","Current Measures","Megatonnes","Nunavut","Electrolysis",2028,0
"2669","Current Measures","Megatonnes","Ontario","Electrolysis",2028,0.000543
"2670","Current Measures","Megatonnes","Prince Edward Island","Electrolysis",2028,5e-06
"2671","Current Measures","Megatonnes","Quebec","Electrolysis",2028,0.002305
"2672","Current Measures","Megatonnes","Saskatchewan","Electrolysis",2028,1.4e-05
"2673","Current Measures","Megatonnes","Yukon","Electrolysis",2028,0
"2674","Current Measures","Megatonnes","Canada","Electrolysis",2028,0.005469
"2675","Canada Net-zero","Megatonnes","Alberta","Electrolysis",2028,4e-06
"2676","Canada Net-zero","Megatonnes","British Columbia","Electrolysis",2028,0.001417
"2677","Canada Net-zero","Megatonnes","Manitoba","Electrolysis",2028,0.006882
"2678","Canada Net-zero","Megatonnes","New Brunswick","Electrolysis",2028,0.001247
"2679","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2024,2.9e-05
"2680","Canada Net-zero","Megatonnes","Northwest Territories","Electrolysis",2028,0.00051
"2681","Canada Net-zero","Megatonnes","Nova Scotia","Electrolysis",2032,0.489403
"2682","Canada Net-zero","Megatonnes","Nunavut","Electrolysis",2028,7.6e-05
"2683","Canada Net-zero","Megatonnes","Ontario","Electrolysis",2028,0.05785
"2684","Canada Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2028,0.000196
"2685","Canada Net-zero","Megatonnes","Quebec","Electrolysis",2028,0.006307
"2686","Canada Net-zero","Megatonnes","Saskatchewan","Electrolysis",2028,0.001108
"2687","Canada Net-zero","Megatonnes","Yukon","Electrolysis",2028,0.000267
"2688","Canada Net-zero","Megatonnes","Canada","Electrolysis",2028,0.0821196
"2689","Global Net-zero","Megatonnes","Alberta","Electrolysis",2027,3e-06
"2690","Global Net-zero","Megatonnes","British Columbia","Electrolysis",2027,0.000743
"2691","Global Net-zero","Megatonnes","Manitoba","Electrolysis",2027,0.003456
"2692","Global Net-zero","Megatonnes","New Brunswick","Electrolysis",2027,0.000642
"2693","Global Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2025,9e-05
"2694","Global Net-zero","Megatonnes","Northwest Territories","Electrolysis",2027,0.000267
"2695","Global Net-zero","Megatonnes","Nova Scotia","Electrolysis",2033,0.610915
"2696","Global Net-zero","Megatonnes","Nunavut","Electrolysis",2027,4e-05
"2697","Global Net-zero","Megatonnes","Ontario","Electrolysis",2027,0.028749
"2698","Global Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2027,0.000107
"2699","Global Net-zero","Megatonnes","Quebec","Electrolysis",2027,0.004136
"2700","Global Net-zero","Megatonnes","Saskatchewan","Electrolysis",2027,0.000538
"2701","Global Net-zero","Megatonnes","Yukon","Electrolysis",2027,0.00013
"2702","Global Net-zero","Megatonnes","Canada","Electrolysis",2027,0.304737
"2703","Current Measures","Megatonnes","Alberta","Electrolysis",2027,4e-06
"2704","Current Measures","Megatonnes","British Columbia","Electrolysis",2027,3.6e-05
"2705","Current Measures","Megatonnes","Manitoba","Electrolysis",2027,4e-05
"2706","Current Measures","Megatonnes","New Brunswick","Electrolysis",2027,3.5e-05
"2707","Current Measures","Megatonnes","Newfoundland and Labrador","Electrolysis",2025,3.7e-05
"2708","Current Measures","Megatonnes","Northwest Territories","Electrolysis",2027,3e-06
"2709","Current Measures","Megatonnes","Nova Scotia","Electrolysis",2033,0.422022
"2710","Current Measures","Megatonnes","Nunavut","Electrolysis",2027,0
"2711","Current Measures","Megatonnes","Ontario","Electrolysis",2027,0.00055
"2712","Current Measures","Megatonnes","Prince Edward Island","Electrolysis",2027,5e-06
"2713","Current Measures","Megatonnes","Quebec","Electrolysis",2027,0.002254
"2714","Current Measures","Megatonnes","Saskatchewan","Electrolysis",2027,1.3e-05
"2715","Current Measures","Megatonnes","Yukon","Electrolysis",2027,0
"2716","Current Measures","Megatonnes","Canada","Electrolysis",2027,0.00539
"2717","Canada Net-zero","Megatonnes","Alberta","Electrolysis",2027,4e-06
"2718","Canada Net-zero","Megatonnes","British Columbia","Electrolysis",2027,0.000798
"2719","Canada Net-zero","Megatonnes","Manitoba","Electrolysis",2027,0.003694
"2720","Canada Net-zero","Megatonnes","New Brunswick","Electrolysis",2027,0.000701
"2721","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2025,2.9e-05
"2722","Canada Net-zero","Megatonnes","Northwest Territories","Electrolysis",2027,0.000293
"2723","Canada Net-zero","Megatonnes","Nova Scotia","Electrolysis",2033,0.552057
"2724","Canada Net-zero","Megatonnes","Nunavut","Electrolysis",2027,4.3e-05
"2725","Canada Net-zero","Megatonnes","Ontario","Electrolysis",2027,0.031267
"2726","Canada Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2027,0.000116
"2727","Canada Net-zero","Megatonnes","Quebec","Electrolysis",2027,0.004202
"2728","Canada Net-zero","Megatonnes","Saskatchewan","Electrolysis",2027,0.000597
"2729","Canada Net-zero","Megatonnes","Yukon","Electrolysis",2027,0.000142
"2730","Canada Net-zero","Megatonnes","Canada","Electrolysis",2027,0.0460074
"2731","Global Net-zero","Megatonnes","Alberta","Electrolysis",2026,3e-06
"2732","Global Net-zero","Megatonnes","British Columbia","Electrolysis",2026,0.000363
"2733","Global Net-zero","Megatonnes","Manitoba","Electrolysis",2026,0.001635
"2734","Global Net-zero","Megatonnes","New Brunswick","Electrolysis",2026,0.000328
"2735","Global Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2026,0.00027
"2736","Global Net-zero","Megatonnes","Northwest Territories","Electrolysis",2026,0.000134
"2737","Global Net-zero","Megatonnes","Nova Scotia","Electrolysis",2034,0.688612
"2738","Global Net-zero","Megatonnes","Nunavut","Electrolysis",2026,1.9e-05
"2739","Global Net-zero","Megatonnes","Ontario","Electrolysis",2026,0.013036
"2740","Global Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2026,5.6e-05
"2741","Global Net-zero","Megatonnes","Quebec","Electrolysis",2026,0.002793
"2742","Global Net-zero","Megatonnes","Saskatchewan","Electrolysis",2026,0.000251
"2743","Global Net-zero","Megatonnes","Yukon","Electrolysis",2026,6.3e-05
"2744","Global Net-zero","Megatonnes","Canada","Electrolysis",2026,0.213121
"2745","Current Measures","Megatonnes","Alberta","Electrolysis",2026,3e-06
"2746","Current Measures","Megatonnes","British Columbia","Electrolysis",2026,3.7e-05
"2747","Current Measures","Megatonnes","Manitoba","Electrolysis",2026,4e-05
"2748","Current Measures","Megatonnes","New Brunswick","Electrolysis",2026,3.6e-05
"2749","Current Measures","Megatonnes","Newfoundland and Labrador","Electrolysis",2026,0.000185
"2750","Current Measures","Megatonnes","Northwest Territories","Electrolysis",2026,3e-06
"2751","Current Measures","Megatonnes","Nova Scotia","Electrolysis",2034,0.451044
"2752","Current Measures","Megatonnes","Nunavut","Electrolysis",2026,0
"2753","Current Measures","Megatonnes","Ontario","Electrolysis",2026,0.000555
"2754","Current Measures","Megatonnes","Prince Edward Island","Electrolysis",2026,5e-06
"2755","Current Measures","Megatonnes","Quebec","Electrolysis",2026,0.001997
"2756","Current Measures","Megatonnes","Saskatchewan","Electrolysis",2026,1.3e-05
"2757","Current Measures","Megatonnes","Yukon","Electrolysis",2026,0
"2758","Current Measures","Megatonnes","Canada","Electrolysis",2026,0.005124
"2759","Canada Net-zero","Megatonnes","Alberta","Electrolysis",2026,3e-06
"2760","Canada Net-zero","Megatonnes","British Columbia","Electrolysis",2026,0.00038
"2761","Canada Net-zero","Megatonnes","Manitoba","Electrolysis",2026,0.001703
"2762","Canada Net-zero","Megatonnes","New Brunswick","Electrolysis",2026,0.000345
"2763","Canada Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2026,0.00027
"2764","Canada Net-zero","Megatonnes","Northwest Territories","Electrolysis",2026,0.000142
"2765","Canada Net-zero","Megatonnes","Nova Scotia","Electrolysis",2034,0.614916
"2766","Canada Net-zero","Megatonnes","Nunavut","Electrolysis",2026,2e-05
"2767","Canada Net-zero","Megatonnes","Ontario","Electrolysis",2026,0.013783
"2768","Canada Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2026,5.8e-05
"2769","Canada Net-zero","Megatonnes","Quebec","Electrolysis",2026,0.002772
"2770","Canada Net-zero","Megatonnes","Saskatchewan","Electrolysis",2026,0.000268
"2771","Canada Net-zero","Megatonnes","Yukon","Electrolysis",2026,6.8e-05
"2772","Canada Net-zero","Megatonnes","Canada","Electrolysis",2026,0.02262
"2773","Global Net-zero","Megatonnes","Alberta","Electrolysis",2025,2e-06
"2774","Global Net-zero","Megatonnes","British Columbia","Electrolysis",2025,0.000145
"2775","Global Net-zero","Megatonnes","Manitoba","Electrolysis",2025,0.000674
"2776","Global Net-zero","Megatonnes","New Brunswick","Electrolysis",2025,0.000157
"2777","Global Net-zero","Megatonnes","Newfoundland and Labrador","Electrolysis",2027,0.00054
"2778","Global Net-zero","Megatonnes","Northwest Territories","Electrolysis",2025,5.4e-05
"2779","Global Net-zero","Megatonnes","Nova Scotia","Electrolysis",2035,0.769223
"2780","Global Net-zero","Megatonnes","Nunavut","Electrolysis",2025,8e-06
"2781","Global Net-zero","Megatonnes","Ontario","Electrolysis",2025,0.004638
"2782","Global Net-zero","Megatonnes","Prince Edward Island","Electrolysis",2025,2.4e-05
"2783","Global Net-zero","Megatonnes","Quebec","Electrolysis",2025,0.001472
"2784","Global Net-zero","Megatonnes","Saskatchewan","Electrolysis",2025,0.000104
"2785","Global Net-zero","Megatonnes","Yukon","Electrolysis",2025,2.7e-05
"2786","Global Net-zero","Megatonnes","Canada","Electrolysis",2025,0.13203
"2787","Current Measures","Megatonnes","Alberta","Electrolysis",2025,2e-06
"2788","Current Measures","Megatonnes","British Columbia","Electrolysis",2025,3.6e-05
"2789","Current Measures","Megatonnes","Manitoba","Electrolysis",2025,4e-05
"2790","Current Measures","Megatonnes","New Brunswick","Electrolysis",2025,3.5e-05
"2791","Current Measures","Megatonnes","Newfoundland and Labrador","Electrolysis",2027,0.00018
"2792","Current Measures","Megatonnes","Northwest Territories","Electrolysis",2025,3e-06
"2793","Current Measures","Megatonnes","Nova Scotia","Electrolysis",2035,0.480067
"2794","Current Measures","Megatonnes","Nunavut","Electrolysis",2025,0
"2795","Current Measures","Megatonnes","Ontario","Electrolysis",2025,0.000561
