"","Scenario","Year","Unit","Variable","Value"
"811","Global Net-zero","2033","Megatonnes","Heavy Industry",48.9342241144535
"812","Global Net-zero","2034","Megatonnes","Heavy Industry",45.3286522541224
"813","Global Net-zero","2035","Megatonnes","Heavy Industry",43.7622520898213
"814","Global Net-zero","2036","Megatonnes","Heavy Industry",40.64819273832
"815","Global Net-zero","2037","Megatonnes","Heavy Industry",37.4783210354512
"816","Global Net-zero","2038","Megatonnes","Heavy Industry",33.9989470435784
"817","Global Net-zero","2039","Megatonnes","Heavy Industry",30.8985397831967
"818","Global Net-zero","2040","Megatonnes","Heavy Industry",28.3832898546742
"819","Global Net-zero","2041","Megatonnes","Heavy Industry",26.3204884418288
"820","Global Net-zero","2042","Megatonnes","Heavy Industry",25.1653808565158
"821","Global Net-zero","2043","Megatonnes","Heavy Industry",23.9928873502401
"822","Global Net-zero","2044","Megatonnes","Heavy Industry",23.1109182644389
"823","Global Net-zero","2045","Megatonnes","Heavy Industry",22.3405317934947
"824","Global Net-zero","2046","Megatonnes","Heavy Industry",21.5098655812699
"825","Global Net-zero","2047","Megatonnes","Heavy Industry",20.9164713278594
"826","Global Net-zero","2048","Megatonnes","Heavy Industry",20.245025322381
"827","Global Net-zero","2049","Megatonnes","Heavy Industry",19.8122412386052
"828","Global Net-zero","2050","Megatonnes","Heavy Industry",19.3759627307256
"829","Global Net-zero","2005","Megatonnes","Agriculture",63.6071388000864
"830","Global Net-zero","2006","Megatonnes","Agriculture",62.2674149977202
"831","Global Net-zero","2007","Megatonnes","Agriculture",62.4420626346987
"832","Global Net-zero","2008","Megatonnes","Agriculture",61.9120689260359
"833","Global Net-zero","2009","Megatonnes","Agriculture",59.1714603393537
"834","Global Net-zero","2010","Megatonnes","Agriculture",59.3692737100013
"835","Global Net-zero","2011","Megatonnes","Agriculture",60.20407743074
"836","Global Net-zero","2012","Megatonnes","Agriculture",62.4838524982851
"837","Global Net-zero","2013","Megatonnes","Agriculture",64.3782360212374
"838","Global Net-zero","2014","Megatonnes","Agriculture",63.3912089079145
"839","Global Net-zero","2015","Megatonnes","Agriculture",65.0173088842716
"840","Global Net-zero","2016","Megatonnes","Agriculture",66.0238405721325
"841","Global Net-zero","2017","Megatonnes","Agriculture",66.5071681072542
"842","Global Net-zero","2018","Megatonnes","Agriculture",68.5374233492208
"843","Global Net-zero","2019","Megatonnes","Agriculture",68.9626701359055
"844","Global Net-zero","2020","Megatonnes","Agriculture",69.7784567351364
"845","Global Net-zero","2021","Megatonnes","Agriculture",68.5168220156622
"846","Global Net-zero","2022","Megatonnes","Agriculture",70.7915297715265
"847","Global Net-zero","2023","Megatonnes","Agriculture",71.0191353102949
"848","Global Net-zero","2024","Megatonnes","Agriculture",69.4769635939181
"849","Global Net-zero","2025","Megatonnes","Agriculture",68.4561510452249
"850","Global Net-zero","2026","Megatonnes","Agriculture",68.1202613669689
"851","Global Net-zero","2027","Megatonnes","Agriculture",67.6661041332401
"852","Global Net-zero","2028","Megatonnes","Agriculture",67.4276396829955
"853","Global Net-zero","2029","Megatonnes","Agriculture",67.2702771490603
"854","Global Net-zero","2030","Megatonnes","Agriculture",66.9906480086991
"855","Global Net-zero","2031","Megatonnes","Agriculture",66.7680023499223
"856","Global Net-zero","2032","Megatonnes","Agriculture",66.4341865651776
"857","Global Net-zero","2033","Megatonnes","Agriculture",65.9560302936199
"858","Global Net-zero","2034","Megatonnes","Agriculture",65.2535646406266
"859","Global Net-zero","2035","Megatonnes","Agriculture",64.3644464151873
"860","Global Net-zero","2036","Megatonnes","Agriculture",63.2884023501118
"861","Global Net-zero","2037","Megatonnes","Agriculture",62.1127082544029
"862","Global Net-zero","2038","Megatonnes","Agriculture",60.9014508932249
"863","Global Net-zero","2039","Megatonnes","Agriculture",59.7234060956623
"864","Global Net-zero","2040","Megatonnes","Agriculture",58.5987122680917
"865","Global Net-zero","2041","Megatonnes","Agriculture",57.5162729214805
"866","Global Net-zero","2042","Megatonnes","Agriculture",56.5029469695314
"867","Global Net-zero","2043","Megatonnes","Agriculture",55.5453577135056
"868","Global Net-zero","2044","Megatonnes","Agriculture",54.6648930305442
"869","Global Net-zero","2045","Megatonnes","Agriculture",53.7771553097619
"870","Global Net-zero","2046","Megatonnes","Agriculture",52.9183545941449
"871","Global Net-zero","2047","Megatonnes","Agriculture",52.1540008092844
"872","Global Net-zero","2048","Megatonnes","Agriculture",51.4554307433871
"873","Global Net-zero","2049","Megatonnes","Agriculture",50.8168682600394
"874","Global Net-zero","2050","Megatonnes","Agriculture",50.1967336873396
"875","Global Net-zero","2005","Megatonnes","Waste and Others",52.0656334389947
"876","Global Net-zero","2006","Megatonnes","Waste and Others",50.6791056932501
"877","Global Net-zero","2007","Megatonnes","Waste and Others",50.5691053693132
"878","Global Net-zero","2008","Megatonnes","Waste and Others",48.9365896629537
"879","Global Net-zero","2009","Megatonnes","Waste and Others",44.4028866669363
"880","Global Net-zero","2010","Megatonnes","Waste and Others",45.8814376710062
"881","Global Net-zero","2011","Megatonnes","Waste and Others",47.2173379181966
"882","Global Net-zero","2012","Megatonnes","Waste and Others",47.4591104131185
"883","Global Net-zero","2013","Megatonnes","Waste and Others",48.906714686071
"884","Global Net-zero","2014","Megatonnes","Waste and Others",46.3310547694124
"885","Global Net-zero","2015","Megatonnes","Waste and Others",47.4531759953852
"886","Global Net-zero","2016","Megatonnes","Waste and Others",47.9884430799707
"887","Global Net-zero","2017","Megatonnes","Waste and Others",48.7028047239603
"888","Global Net-zero","2018","Megatonnes","Waste and Others",49.5936983870437
"889","Global Net-zero","2019","Megatonnes","Waste and Others",49.567432569041
"890","Global Net-zero","2020","Megatonnes","Waste and Others",46.0572544496163
"891","Global Net-zero","2021","Megatonnes","Waste and Others",46.9838046490339
"892","Global Net-zero","2022","Megatonnes","Waste and Others",45.9338007155201
"893","Global Net-zero","2023","Megatonnes","Waste and Others",44.9029024312769
"894","Global Net-zero","2024","Megatonnes","Waste and Others",44.064369497247
"895","Global Net-zero","2025","Megatonnes","Waste and Others",42.3372917915816
"896","Global Net-zero","2026","Megatonnes","Waste and Others",41.3359703721734
"897","Global Net-zero","2027","Megatonnes","Waste and Others",40.358539820257
"898","Global Net-zero","2028","Megatonnes","Waste and Others",39.1453451017295
"899","Global Net-zero","2029","Megatonnes","Waste and Others",37.9600609772489
"900","Global Net-zero","2030","Megatonnes","Waste and Others",36.6464165632968
"901","Global Net-zero","2031","Megatonnes","Waste and Others",36.2348662752797
"902","Global Net-zero","2032","Megatonnes","Waste and Others",35.8517274879284
"903","Global Net-zero","2033","Megatonnes","Waste and Others",35.4148799733609
"904","Global Net-zero","2034","Megatonnes","Waste and Others",34.8523655516045
"905","Global Net-zero","2035","Megatonnes","Waste and Others",34.3303579945689
"906","Global Net-zero","2036","Megatonnes","Waste and Others",33.7760970738199
"907","Global Net-zero","2037","Megatonnes","Waste and Others",33.1892060975053
"908","Global Net-zero","2038","Megatonnes","Waste and Others",32.5553497317693
"909","Global Net-zero","2039","Megatonnes","Waste and Others",31.9549445266754
"910","Global Net-zero","2040","Megatonnes","Waste and Others",31.3687243526818
"911","Global Net-zero","2041","Megatonnes","Waste and Others",30.6309224856612
"912","Global Net-zero","2042","Megatonnes","Waste and Others",29.9994238713222
"913","Global Net-zero","2043","Megatonnes","Waste and Others",29.414584535332
"914","Global Net-zero","2044","Megatonnes","Waste and Others",28.8725301348617
"915","Global Net-zero","2045","Megatonnes","Waste and Others",28.3509729106594
"916","Global Net-zero","2046","Megatonnes","Waste and Others",27.8307079840354
"917","Global Net-zero","2047","Megatonnes","Waste and Others",27.3441706999666
"918","Global Net-zero","2048","Megatonnes","Waste and Others",26.8985339596032
"919","Global Net-zero","2049","Megatonnes","Waste and Others",26.5369726892748
"920","Global Net-zero","2050","Megatonnes","Waste and Others",26.2010857497847
"921","Global Net-zero","2005","Megatonnes","Land Use, Land Use Change and Forestry",-5.54239861
"922","Global Net-zero","2006","Megatonnes","Land Use, Land Use Change and Forestry",-19.332705407
"923","Global Net-zero","2007","Megatonnes","Land Use, Land Use Change and Forestry",-16.876486383
"924","Global Net-zero","2008","Megatonnes","Land Use, Land Use Change and Forestry",-21.375972764
"925","Global Net-zero","2009","Megatonnes","Land Use, Land Use Change and Forestry",-48.795110435
"926","Global Net-zero","2010","Megatonnes","Land Use, Land Use Change and Forestry",-18.172995511
"927","Global Net-zero","2011","Megatonnes","Land Use, Land Use Change and Forestry",-11.9499964449999
"928","Global Net-zero","2012","Megatonnes","Land Use, Land Use Change and Forestry",-21.186483908
"929","Global Net-zero","2013","Megatonnes","Land Use, Land Use Change and Forestry",-19.733200527
"930","Global Net-zero","2014","Megatonnes","Land Use, Land Use Change and Forestry",-39.315970058
"931","Global Net-zero","2015","Megatonnes","Land Use, Land Use Change and Forestry",0.0238996389999869
"932","Global Net-zero","2016","Megatonnes","Land Use, Land Use Change and Forestry",-10.95583335
"933","Global Net-zero","2017","Megatonnes","Land Use, Land Use Change and Forestry",-16.226608235
"934","Global Net-zero","2018","Megatonnes","Land Use, Land Use Change and Forestry",-11.293653983
"935","Global Net-zero","2019","Megatonnes","Land Use, Land Use Change and Forestry",-18.821113315
"936","Global Net-zero","2020","Megatonnes","Land Use, Land Use Change and Forestry",-13.38768103
"937","Global Net-zero","2021","Megatonnes","Land Use, Land Use Change and Forestry",-17.302572539
"938","Global Net-zero","2022","Megatonnes","Land Use, Land Use Change and Forestry",-15.4063258204
"939","Global Net-zero","2023","Megatonnes","Land Use, Land Use Change and Forestry",-17.23053509285
"940","Global Net-zero","2024","Megatonnes","Land Use, Land Use Change and Forestry",-19.0547443653
"941","Global Net-zero","2025","Megatonnes","Land Use, Land Use Change and Forestry",-20.87895363775
"942","Global Net-zero","2026","Megatonnes","Land Use, Land Use Change and Forestry",-22.7031629102
"943","Global Net-zero","2027","Megatonnes","Land Use, Land Use Change and Forestry",-24.52737218265
"944","Global Net-zero","2028","Megatonnes","Land Use, Land Use Change and Forestry",-26.3515814551
"945","Global Net-zero","2029","Megatonnes","Land Use, Land Use Change and Forestry",-28.17579072755
"946","Global Net-zero","2030","Megatonnes","Land Use, Land Use Change and Forestry",-30
"947","Global Net-zero","2031","Megatonnes","Land Use, Land Use Change and Forestry",-31
"948","Global Net-zero","2032","Megatonnes","Land Use, Land Use Change and Forestry",-32
"949","Global Net-zero","2033","Megatonnes","Land Use, Land Use Change and Forestry",-33
"950","Global Net-zero","2034","Megatonnes","Land Use, Land Use Change and Forestry",-34
"951","Global Net-zero","2035","Megatonnes","Land Use, Land Use Change and Forestry",-35
"952","Global Net-zero","2036","Megatonnes","Land Use, Land Use Change and Forestry",-36
"953","Global Net-zero","2037","Megatonnes","Land Use, Land Use Change and Forestry",-37
"954","Global Net-zero","2038","Megatonnes","Land Use, Land Use Change and Forestry",-38
"955","Global Net-zero","2039","Megatonnes","Land Use, Land Use Change and Forestry",-39
"956","Global Net-zero","2040","Megatonnes","Land Use, Land Use Change and Forestry",-40
"957","Global Net-zero","2041","Megatonnes","Land Use, Land Use Change and Forestry",-41
"958","Global Net-zero","2042","Megatonnes","Land Use, Land Use Change and Forestry",-42
"959","Global Net-zero","2043","Megatonnes","Land Use, Land Use Change and Forestry",-43
"960","Global Net-zero","2044","Megatonnes","Land Use, Land Use Change and Forestry",-44
"961","Global Net-zero","2045","Megatonnes","Land Use, Land Use Change and Forestry",-45
"962","Global Net-zero","2046","Megatonnes","Land Use, Land Use Change and Forestry",-46
"963","Global Net-zero","2047","Megatonnes","Land Use, Land Use Change and Forestry",-47
"964","Global Net-zero","2048","Megatonnes","Land Use, Land Use Change and Forestry",-48
"965","Global Net-zero","2049","Megatonnes","Land Use, Land Use Change and Forestry",-49
"966","Global Net-zero","2050","Megatonnes","Land Use, Land Use Change and Forestry",-50
"967","Global Net-zero","2005","Megatonnes","Direct Air Capture",0
"968","Global Net-zero","2006","Megatonnes","Direct Air Capture",0
"969","Global Net-zero","2007","Megatonnes","Direct Air Capture",0
"970","Global Net-zero","2008","Megatonnes","Direct Air Capture",0
"971","Global Net-zero","2009","Megatonnes","Direct Air Capture",0
"972","Global Net-zero","2010","Megatonnes","Direct Air Capture",0
"973","Global Net-zero","2011","Megatonnes","Direct Air Capture",0
"974","Global Net-zero","2012","Megatonnes","Direct Air Capture",0
"975","Global Net-zero","2013","Megatonnes","Direct Air Capture",0
"976","Global Net-zero","2014","Megatonnes","Direct Air Capture",0
"977","Global Net-zero","2015","Megatonnes","Direct Air Capture",0
"978","Global Net-zero","2016","Megatonnes","Direct Air Capture",0
"979","Global Net-zero","2017","Megatonnes","Direct Air Capture",0
"980","Global Net-zero","2018","Megatonnes","Direct Air Capture",0
"981","Global Net-zero","2019","Megatonnes","Direct Air Capture",0
"982","Global Net-zero","2020","Megatonnes","Direct Air Capture",0
"983","Global Net-zero","2021","Megatonnes","Direct Air Capture",0
"984","Global Net-zero","2022","Megatonnes","Direct Air Capture",0
"985","Global Net-zero","2023","Megatonnes","Direct Air Capture",-3.47736984001413e-13
"986","Global Net-zero","2024","Megatonnes","Direct Air Capture",-2.29499384023393e-10
"987","Global Net-zero","2025","Megatonnes","Direct Air Capture",-1.80759785545662e-08
"988","Global Net-zero","2026","Megatonnes","Direct Air Capture",-4.19858690819766e-07
"989","Global Net-zero","2027","Megatonnes","Direct Air Capture",-4.60809344330748e-06
"990","Global Net-zero","2028","Megatonnes","Direct Air Capture",-3.07649805652931e-05
"991","Global Net-zero","2029","Megatonnes","Direct Air Capture",-0.000145878800430872
"992","Global Net-zero","2030","Megatonnes","Direct Air Capture",-0.00054004658931171
"993","Global Net-zero","2031","Megatonnes","Direct Air Capture",-0.00249507085436607
"994","Global Net-zero","2032","Megatonnes","Direct Air Capture",-0.00974688374933768
"995","Global Net-zero","2033","Megatonnes","Direct Air Capture",-0.0313608102170881
"996","Global Net-zero","2034","Megatonnes","Direct Air Capture",-0.085732495302908
"997","Global Net-zero","2035","Megatonnes","Direct Air Capture",-0.20521628961825
"998","Global Net-zero","2036","Megatonnes","Direct Air Capture",-0.435337420838421
"999","Global Net-zero","2037","Megatonnes","Direct Air Capture",-0.84041894659155
"1000","Global Net-zero","2038","Megatonnes","Direct Air Capture",-1.50040546952821
"1001","Global Net-zero","2039","Megatonnes","Direct Air Capture",-2.50521574640144
"1002","Global Net-zero","2040","Megatonnes","Direct Air Capture",-3.94572314126924
"1003","Global Net-zero","2041","Megatonnes","Direct Air Capture",-5.82387769382882
"1004","Global Net-zero","2042","Megatonnes","Direct Air Capture",-8.19073899238971
"1005","Global Net-zero","2043","Megatonnes","Direct Air Capture",-11.0826221333939
"1006","Global Net-zero","2044","Megatonnes","Direct Air Capture",-14.5189994696351
"1007","Global Net-zero","2045","Megatonnes","Direct Air Capture",-18.5025741540308
"1008","Global Net-zero","2046","Megatonnes","Direct Air Capture",-23.0211784045021
"1009","Global Net-zero","2047","Megatonnes","Direct Air Capture",-28.0508313213759
"1010","Global Net-zero","2048","Megatonnes","Direct Air Capture",-33.5592322930567
"1011","Global Net-zero","2049","Megatonnes","Direct Air Capture",-39.5091041515525
"1012","Global Net-zero","2050","Megatonnes","Direct Air Capture",-45.8610233992747
"1013","Canada Net-zero","2005","Megatonnes","Total",726.676389858023
"1014","Canada Net-zero","2006","Megatonnes","Total",705.9536556105
"1015","Canada Net-zero","2007","Megatonnes","Total",731.193600372274
"1016","Canada Net-zero","2008","Megatonnes","Total",709.42526213936
"1017","Canada Net-zero","2009","Megatonnes","Total",640.754212362474
"1018","Canada Net-zero","2010","Megatonnes","Total",683.694543186685
"1019","Canada Net-zero","2011","Megatonnes","Total",699.362068102402
"1020","Canada Net-zero","2012","Megatonnes","Total",695.182800178982
"1021","Canada Net-zero","2013","Megatonnes","Total",703.363108084667
"1022","Canada Net-zero","2014","Megatonnes","Total",680.879488179281
"1023","Canada Net-zero","2015","Megatonnes","Total",722.940317196629
"1024","Canada Net-zero","2016","Megatonnes","Total",693.969938068246
"1025","Canada Net-zero","2017","Megatonnes","Total",696.005530999964
"1026","Canada Net-zero","2018","Megatonnes","Total",713.321329181956
"1027","Canada Net-zero","2019","Megatonnes","Total",704.858189434808
"1028","Canada Net-zero","2020","Megatonnes","Total",645.400501270509
"1029","Canada Net-zero","2021","Megatonnes","Total",653.125114018173
"1030","Canada Net-zero","2022","Megatonnes","Total",672.924492436461
"1031","Canada Net-zero","2023","Megatonnes","Total",670.001040881542
"1032","Canada Net-zero","2024","Megatonnes","Total",647.597606628958
"1033","Canada Net-zero","2025","Megatonnes","Total",621.098622565475
"1034","Canada Net-zero","2026","Megatonnes","Total",606.95846413962
"1035","Canada Net-zero","2027","Megatonnes","Total",590.565941143411
"1036","Canada Net-zero","2028","Megatonnes","Total",568.648520940885
"1037","Canada Net-zero","2029","Megatonnes","Total",539.814373766473
"1038","Canada Net-zero","2030","Megatonnes","Total",504.890975641668
"1039","Canada Net-zero","2031","Megatonnes","Total",469.217974012721
"1040","Canada Net-zero","2032","Megatonnes","Total",433.59860838087
"1041","Canada Net-zero","2033","Megatonnes","Total",406.307214161848
"1042","Canada Net-zero","2034","Megatonnes","Total",375.490392459195
"1043","Canada Net-zero","2035","Megatonnes","Total",344.000263363572
"1044","Canada Net-zero","2036","Megatonnes","Total",314.759870362525
"1045","Canada Net-zero","2037","Megatonnes","Total",286.085785113014
"1046","Canada Net-zero","2038","Megatonnes","Total",259.815452665768
"1047","Canada Net-zero","2039","Megatonnes","Total",236.985061052195
"1048","Canada Net-zero","2040","Megatonnes","Total",214.110529550977
"1049","Canada Net-zero","2041","Megatonnes","Total",188.998659231396
"1050","Canada Net-zero","2042","Megatonnes","Total",167.868293945055
"1051","Canada Net-zero","2043","Megatonnes","Total",146.428901048268
"1052","Canada Net-zero","2044","Megatonnes","Total",124.693084208424
"1053","Canada Net-zero","2045","Megatonnes","Total",103.67767253663
"1054","Canada Net-zero","2046","Megatonnes","Total",82.8525210712445
"1055","Canada Net-zero","2047","Megatonnes","Total",61.7607853912863
"1056","Canada Net-zero","2048","Megatonnes","Total",41.1648666366484
"1057","Canada Net-zero","2049","Megatonnes","Total",20.5161669691409
"1058","Canada Net-zero","2050","Megatonnes","Total",0
"1059","Canada Net-zero","2005","Megatonnes","Oil and Gas",168.33486843594
"1060","Canada Net-zero","2006","Megatonnes","Oil and Gas",174.649541976679
"1061","Canada Net-zero","2007","Megatonnes","Oil and Gas",179.819385240128
"1062","Canada Net-zero","2008","Megatonnes","Oil and Gas",176.549130245942
"1063","Canada Net-zero","2009","Megatonnes","Oil and Gas",173.776286903663
"1064","Canada Net-zero","2010","Megatonnes","Oil and Gas",179.321067908458
"1065","Canada Net-zero","2011","Megatonnes","Oil and Gas",184.798891637198
"1066","Canada Net-zero","2012","Megatonnes","Oil and Gas",192.142087842338
"1067","Canada Net-zero","2013","Megatonnes","Oil and Gas",196.832330324399
"1068","Canada Net-zero","2014","Megatonnes","Oil and Gas",202.380855579713
"1069","Canada Net-zero","2015","Megatonnes","Oil and Gas",203.054971864198
"1070","Canada Net-zero","2016","Megatonnes","Oil and Gas",191.457730866978
"1071","Canada Net-zero","2017","Megatonnes","Oil and Gas",194.020576359521
"1072","Canada Net-zero","2018","Megatonnes","Oil and Gas",202.493210939097
"1073","Canada Net-zero","2019","Megatonnes","Oil and Gas",201.3172403591
"1074","Canada Net-zero","2020","Megatonnes","Oil and Gas",183.354026811475
"1075","Canada Net-zero","2021","Megatonnes","Oil and Gas",189.152351451341
"1076","Canada Net-zero","2022","Megatonnes","Oil and Gas",191.42340744138
"1077","Canada Net-zero","2023","Megatonnes","Oil and Gas",188.912890641262
"1078","Canada Net-zero","2024","Megatonnes","Oil and Gas",183.391356426271
"1079","Canada Net-zero","2025","Megatonnes","Oil and Gas",177.271170964266
"1080","Canada Net-zero","2026","Megatonnes","Oil and Gas",172.608742194464
"1081","Canada Net-zero","2027","Megatonnes","Oil and Gas",165.768509641917
"1082","Canada Net-zero","2028","Megatonnes","Oil and Gas",157.144022171561
"1083","Canada Net-zero","2029","Megatonnes","Oil and Gas",146.862955599596
"1084","Canada Net-zero","2030","Megatonnes","Oil and Gas",134.839115255781
"1085","Canada Net-zero","2031","Megatonnes","Oil and Gas",123.723088426302
"1086","Canada Net-zero","2032","Megatonnes","Oil and Gas",113.142719913926
"1087","Canada Net-zero","2033","Megatonnes","Oil and Gas",102.597475858542
"1088","Canada Net-zero","2034","Megatonnes","Oil and Gas",92.4951847808218
"1089","Canada Net-zero","2035","Megatonnes","Oil and Gas",83.6370304371359
"1090","Canada Net-zero","2036","Megatonnes","Oil and Gas",74.6334968277385
"1091","Canada Net-zero","2037","Megatonnes","Oil and Gas",65.5076673488247
"1092","Canada Net-zero","2038","Megatonnes","Oil and Gas",58.8730695359474
"1093","Canada Net-zero","2039","Megatonnes","Oil and Gas",55.5366657255398
"1094","Canada Net-zero","2040","Megatonnes","Oil and Gas",52.0280360256871
"1095","Canada Net-zero","2041","Megatonnes","Oil and Gas",47.8105656798243
"1096","Canada Net-zero","2042","Megatonnes","Oil and Gas",45.2917717910475
"1097","Canada Net-zero","2043","Megatonnes","Oil and Gas",43.3553083872138
"1098","Canada Net-zero","2044","Megatonnes","Oil and Gas",41.3398117528933
"1099","Canada Net-zero","2045","Megatonnes","Oil and Gas",39.4803991995847
"1100","Canada Net-zero","2046","Megatonnes","Oil and Gas",37.8337270886737
"1101","Canada Net-zero","2047","Megatonnes","Oil and Gas",36.2812156636061
"1102","Canada Net-zero","2048","Megatonnes","Oil and Gas",34.7446375696611
"1103","Canada Net-zero","2049","Megatonnes","Oil and Gas",33.282648183254
"1104","Canada Net-zero","2050","Megatonnes","Oil and Gas",31.8621007723422
"1105","Canada Net-zero","2005","Megatonnes","Electricity",117.58324080937
"1106","Canada Net-zero","2006","Megatonnes","Electricity",111.62446664615
"1107","Canada Net-zero","2007","Megatonnes","Electricity",119.657399499057
"1108","Canada Net-zero","2008","Megatonnes","Electricity",108.886855792309
"1109","Canada Net-zero","2009","Megatonnes","Electricity",93.7705404789474
"1110","Canada Net-zero","2010","Megatonnes","Electricity",94.5998258504498
"1111","Canada Net-zero","2011","Megatonnes","Electricity",86.8736737470649
"1112","Canada Net-zero","2012","Megatonnes","Electricity",83.3040619415771
"1113","Canada Net-zero","2013","Megatonnes","Electricity",79.7009609694916
"1114","Canada Net-zero","2014","Megatonnes","Electricity",76.2877812455184
"1115","Canada Net-zero","2015","Megatonnes","Electricity",78.9485947617741
"1116","Canada Net-zero","2016","Megatonnes","Electricity",74.256745433
"1117","Canada Net-zero","2017","Megatonnes","Electricity",72.6056960203215
"1118","Canada Net-zero","2018","Megatonnes","Electricity",62.7414022749015
"1119","Canada Net-zero","2019","Megatonnes","Electricity",61.6066678475092
"1120","Canada Net-zero","2020","Megatonnes","Electricity",53.6844601523353
"1121","Canada Net-zero","2021","Megatonnes","Electricity",51.6778138928881
"1122","Canada Net-zero","2022","Megatonnes","Electricity",55.395035500204
"1123","Canada Net-zero","2023","Megatonnes","Electricity",53.1061448912645
"1124","Canada Net-zero","2024","Megatonnes","Electricity",45.3650178804557
"1125","Canada Net-zero","2025","Megatonnes","Electricity",34.9772055892343
"1126","Canada Net-zero","2026","Megatonnes","Electricity",35.1941716392972
"1127","Canada Net-zero","2027","Megatonnes","Electricity",35.8309073667803
"1128","Canada Net-zero","2028","Megatonnes","Electricity",36.1866176580405
"1129","Canada Net-zero","2029","Megatonnes","Electricity",33.3084854288376
"1130","Canada Net-zero","2030","Megatonnes","Electricity",27.5504918453568
"1131","Canada Net-zero","2031","Megatonnes","Electricity",17.025959664605
"1132","Canada Net-zero","2032","Megatonnes","Electricity",7.51252845321192
"1133","Canada Net-zero","2033","Megatonnes","Electricity",5.96064967800537
"1134","Canada Net-zero","2034","Megatonnes","Electricity",0.791187008790748
"1135","Canada Net-zero","2035","Megatonnes","Electricity",-6.1802100639965
"1136","Canada Net-zero","2036","Megatonnes","Electricity",-8.37705585452833
"1137","Canada Net-zero","2037","Megatonnes","Electricity",-10.6195752215742
"1138","Canada Net-zero","2038","Megatonnes","Electricity",-12.812150948047
"1139","Canada Net-zero","2039","Megatonnes","Electricity",-14.8710607620953
"1140","Canada Net-zero","2040","Megatonnes","Electricity",-16.4795871984714
"1141","Canada Net-zero","2041","Megatonnes","Electricity",-18.4472795755272
"1142","Canada Net-zero","2042","Megatonnes","Electricity",-20.2007161873588
"1143","Canada Net-zero","2043","Megatonnes","Electricity",-22.1572207710014
"1144","Canada Net-zero","2044","Megatonnes","Electricity",-24.3497492569324
"1145","Canada Net-zero","2045","Megatonnes","Electricity",-26.4656738223566
"1146","Canada Net-zero","2046","Megatonnes","Electricity",-28.281770185223
"1147","Canada Net-zero","2047","Megatonnes","Electricity",-30.1037590597327
"1148","Canada Net-zero","2048","Megatonnes","Electricity",-31.8834965845516
"1149","Canada Net-zero","2049","Megatonnes","Electricity",-33.6422202796311
"1150","Canada Net-zero","2050","Megatonnes","Electricity",-35.4402420890849
"1151","Canada Net-zero","2005","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1152","Canada Net-zero","2006","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1153","Canada Net-zero","2007","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1154","Canada Net-zero","2008","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1155","Canada Net-zero","2009","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1156","Canada Net-zero","2010","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1157","Canada Net-zero","2011","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1158","Canada Net-zero","2012","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1159","Canada Net-zero","2013","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1160","Canada Net-zero","2014","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1161","Canada Net-zero","2015","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1162","Canada Net-zero","2016","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1163","Canada Net-zero","2017","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1164","Canada Net-zero","2018","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1165","Canada Net-zero","2019","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1166","Canada Net-zero","2020","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1167","Canada Net-zero","2021","Megatonnes","Low or Non-emitting Hydrogen Production",0
"1168","Canada Net-zero","2022","Megatonnes","Low or Non-emitting Hydrogen Production",0.001131733
"1169","Canada Net-zero","2023","Megatonnes","Low or Non-emitting Hydrogen Production",0.000309722
"1170","Canada Net-zero","2024","Megatonnes","Low or Non-emitting Hydrogen Production",0.0673280000000001
"1171","Canada Net-zero","2025","Megatonnes","Low or Non-emitting Hydrogen Production",0.164334
"1172","Canada Net-zero","2026","Megatonnes","Low or Non-emitting Hydrogen Production",0.244887
"1173","Canada Net-zero","2027","Megatonnes","Low or Non-emitting Hydrogen Production",0.303694
"1174","Canada Net-zero","2028","Megatonnes","Low or Non-emitting Hydrogen Production",0.344586
"1175","Canada Net-zero","2029","Megatonnes","Low or Non-emitting Hydrogen Production",0.449817
"1176","Canada Net-zero","2030","Megatonnes","Low or Non-emitting Hydrogen Production",0.544142
"1177","Canada Net-zero","2031","Megatonnes","Low or Non-emitting Hydrogen Production",0.4198448
"1178","Canada Net-zero","2032","Megatonnes","Low or Non-emitting Hydrogen Production",0.1321646
"1179","Canada Net-zero","2033","Megatonnes","Low or Non-emitting Hydrogen Production",-0.134108
"1180","Canada Net-zero","2034","Megatonnes","Low or Non-emitting Hydrogen Production",-0.510105599999999
"1181","Canada Net-zero","2035","Megatonnes","Low or Non-emitting Hydrogen Production",-1.4024116
